employee_id,department,job_role,manager_id,manager_name,shift,hire_date,exit_date,employment_status,exit_reason,age,monthly_income_usd,overtime_flag,avg_monthly_overtime_hours,absenteeism_days_12m,job_satisfaction,work_life_balance,performance_rating,years_since_promotion,training_hours_12m,commute_distance_km,tenure_years,attrition
EMP0152,Production,Production Operator,MGR-P03,Le Thanh Cong,Day,2018-02-14,,Active,,24,997.0,Yes,30.3,6,4,3,4,1,22.0,12.7,7.88,No
EMP0153,Supply Chain,Logistics Analyst,MGR-S01,Phan Ngoc Mai,Day,2024-07-21,2025-02-12,Exited,Compensation,25,1320.0,No,4.5,12,3,3,4,1,45.5,17.3,0.56,Yes
EMP0154,Production,Production Technician,MGR-P04,Pham Hoang Duy,Day,2021-04-26,,Active,,34,1019.0,No,3.5,4,4,2,3,1,15.8,25.3,4.68,No
EMP0155,Production,Production Technician,MGR-P04,Pham Hoang Duy,Day,2022-02-08,,Active,,32,1108.0,No,9.8,11,3,2,4,0,28.4,18.7,3.89,No
EMP0156,Quality,Quality Technician,MGR-Q02,Bui Thanh Lan,Day,2021-07-05,,Active,,52,1150.0,No,3.6,16,2,2,3,2,47.3,5.5,4.49,No
EMP0157,Production,Production Operator,MGR-P04,Pham Hoang Duy,Day,2024-12-19,,Active,,26,989.0,No,3.9,15,4,5,3,1,22.7,10.7,1.03,No
EMP0158,Production,Production Operator,MGR-P03,Le Thanh Cong,Day,2019-10-12,,Active,,37,931.0,Yes,31.3,7,2,3,3,2,43.4,11.8,6.22,No
EMP0159,Engineering,Industrial Engineer,MGR-E01,Truong Minh Duc,Day,2020-08-22,,Active,,24,1955.0,No,5.7,2,2,3,5,0,31.1,23.1,5.36,No
EMP0160,Engineering,Automation Engineer,MGR-E03,Huynh Gia Han,Day,2025-06-03,,Active,,26,2025.0,Yes,33.3,12,3,3,3,0,29.6,32.9,0.58,No
EMP0161,Supply Chain,Warehouse Coordinator,MGR-S01,Phan Ngoc Mai,Day,2018-03-03,,Active,,30,1224.0,No,9.5,3,4,4,3,5,29.4,15.4,7.83,No
EMP0162,Engineering,Automation Engineer,MGR-E01,Truong Minh Duc,Night,2022-10-15,,Active,,53,2145.0,Yes,31.6,8,4,4,1,0,36.2,10.0,3.21,No
EMP0163,Production,Line Leader,MGR-P03,Le Thanh Cong,Rotating,2018-11-23,,Active,,21,1154.0,No,5.5,3,4,2,3,2,27.9,13.3,7.1,No
EMP0164,Supply Chain,Logistics Analyst,MGR-S02,Dang Quang Huy,Night,2020-08-18,,Active,,50,1341.0,No,3.2,5,3,3,3,3,36.8,23.2,5.37,No
EMP0165,Production,Production Technician,MGR-P04,Pham Hoang Duy,Day,2019-05-03,,Active,,42,1045.0,Yes,28.5,2,2,2,3,5,33.6,10.4,6.66,No
EMP0166,Production,Production Technician,MGR-P03,Le Thanh Cong,Night,2020-02-21,,Active,,42,1125.0,No,5.2,5,3,3,5,1,6.3,8.4,5.86,No
EMP0167,Production,Production Operator,MGR-P02,Tran Quoc Bao,Night,2021-04-17,,Active,,28,911.0,No,2.1,7,3,4,4,4,25.0,15.5,4.71,No
EMP0168,Supply Chain,Logistics Analyst,MGR-S02,Dang Quang Huy,Night,2024-09-08,,Active,,29,1415.0,No,3.3,3,3,4,3,1,30.2,11.9,1.31,No
EMP0169,Production,Production Operator,MGR-P01,Nguyen Minh Anh,Rotating,2021-12-17,2025-01-03,Exited,Better opportunity,31,950.0,No,6.7,15,3,1,3,3,25.5,22.6,3.05,Yes
EMP0170,Engineering,Industrial Engineer,MGR-E03,Huynh Gia Han,Day,2024-07-09,,Active,,51,2213.0,Yes,29.6,2,5,2,3,1,16.2,41.0,1.48,No
EMP0171,Engineering,Industrial Engineer,MGR-E01,Truong Minh Duc,Day,2020-09-26,,Active,,52,2067.0,No,6.8,11,5,3,2,3,48.9,31.5,5.26,No
EMP0172,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Day,2024-01-27,2024-08-30,Exited,Personal reasons,47,1337.0,No,2.7,6,5,5,5,1,24.8,24.6,0.59,Yes
EMP0173,Production,Line Leader,MGR-P03,Le Thanh Cong,Rotating,2024-12-31,,Active,,29,1226.0,Yes,23.0,6,3,5,4,1,32.9,17.7,1.0,No
EMP0174,Production,Production Operator,MGR-P04,Pham Hoang Duy,Rotating,2022-11-28,,Active,,40,917.0,No,6.4,3,4,4,4,1,35.1,32.1,3.09,No
EMP0175,Finance,Finance Specialist,MGR-F01,Mai Thanh Son,Day,2018-08-23,,Active,,37,1640.0,No,5.3,6,2,3,2,2,16.1,6.6,7.36,No
EMP0176,Quality,Quality Inspector,MGR-Q01,Vo Thu Ha,Night,2022-08-18,,Active,,38,1175.0,No,6.7,11,4,4,3,3,54.0,11.3,3.37,No
EMP0177,Finance,Cost Analyst,MGR-F01,Mai Thanh Son,Day,2020-08-26,,Active,,20,1945.0,No,2.7,3,3,3,3,2,32.8,34.9,5.35,No
EMP0178,Supply Chain,Material Planner,MGR-S01,Phan Ngoc Mai,Rotating,2024-05-30,,Active,,47,1309.0,No,1.8,1,4,3,1,1,12.1,27.8,1.59,No
EMP0179,HR & Administration,HR Specialist,MGR-H01,Luong Phuong Thao,Day,2018-07-09,,Active,,31,1176.0,Yes,34.2,7,4,3,4,3,51.2,23.8,7.48,No
EMP0180,Production,Production Operator,MGR-P03,Le Thanh Cong,Day,2022-11-23,,Active,,47,948.0,No,2.1,5,2,5,4,0,41.2,13.9,3.1,No
EMP0181,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Day,2023-04-13,,Active,,46,1126.0,No,2.2,12,3,3,3,2,51.2,25.6,2.72,No
EMP0182,Maintenance,Equipment Engineer,MGR-M02,Hoang Van Nam,Night,2025-09-09,,Active,,28,1888.0,No,8.6,3,1,4,4,0,35.2,9.6,0.31,No
EMP0183,Maintenance,Maintenance Technician,MGR-M01,Do Tuan Kiet,Day,2021-01-09,,Active,,45,1427.0,No,8.8,10,4,3,3,0,17.9,3.8,4.97,No
EMP0184,Engineering,Industrial Engineer,MGR-E02,Ngo Bao Chau,Day,2024-11-29,,Active,,29,1815.0,No,2.4,5,4,3,2,0,28.8,10.8,1.09,No
EMP0185,Production,Line Leader,MGR-P03,Le Thanh Cong,Night,2022-11-23,,Active,,47,1202.0,No,5.2,2,4,2,3,1,43.9,22.2,3.1,No
EMP0186,Supply Chain,Logistics Analyst,MGR-S02,Dang Quang Huy,Day,2025-09-18,2025-11-18,Exited,Personal reasons,47,1609.0,No,3.9,2,4,4,3,0,48.8,31.7,0.17,Yes
EMP0187,Production,Production Technician,MGR-P01,Nguyen Minh Anh,Day,2024-11-28,,Active,,28,1019.0,No,1.9,7,5,2,3,1,31.6,33.5,1.09,No
EMP0188,Production,Production Technician,MGR-P01,Nguyen Minh Anh,Night,2018-05-01,,Active,,47,904.0,No,3.5,13,5,5,3,4,10.3,22.5,7.67,No
EMP0189,Engineering,Industrial Engineer,MGR-E03,Huynh Gia Han,Day,2021-10-31,,Active,,52,1752.0,No,2.1,13,3,1,3,3,26.7,3.7,4.17,No
EMP0190,Quality,Quality Technician,MGR-Q01,Vo Thu Ha,Rotating,2021-04-09,,Active,,51,1362.0,No,1.9,8,4,4,3,1,31.3,21.5,4.73,No
EMP0191,Engineering,Automation Engineer,MGR-E01,Truong Minh Duc,Day,2023-10-18,,Active,,36,2293.0,Yes,35.2,13,4,4,3,0,35.2,12.1,2.2,No
EMP0192,Supply Chain,Logistics Analyst,MGR-S01,Phan Ngoc Mai,Day,2024-01-24,2025-06-25,Exited,Performance,52,1365.0,No,2.7,4,4,3,5,1,36.0,21.4,1.42,Yes
EMP0193,Production,Production Operator,MGR-P03,Le Thanh Cong,Day,2023-02-08,,Active,,34,950.0,No,1.8,2,4,2,3,2,18.1,12.5,2.89,No
EMP0194,Production,Production Operator,MGR-P01,Nguyen Minh Anh,Rotating,2018-01-15,2024-06-03,Exited,Relocation,44,916.0,Yes,13.6,7,3,1,3,6,30.8,17.4,6.38,Yes
EMP0195,Maintenance,Equipment Engineer,MGR-M01,Do Tuan Kiet,Night,2025-05-31,,Active,,23,1802.0,No,3.9,8,3,3,3,0,8.4,10.8,0.59,No
EMP0196,Production,Production Operator,MGR-P01,Nguyen Minh Anh,Day,2023-01-16,,Active,,29,782.0,No,6.2,2,4,4,3,2,24.5,14.8,2.96,No
EMP0197,Production,Production Technician,MGR-P02,Tran Quoc Bao,Rotating,2025-10-25,,Active,,23,930.0,No,2.9,4,4,4,5,0,24.9,21.1,0.18,No
EMP0198,Production,Line Leader,MGR-P03,Le Thanh Cong,Rotating,2023-05-07,,Active,,30,1244.0,No,9.1,1,4,2,2,0,55.1,3.4,2.65,No
EMP0199,Production,Production Technician,MGR-P01,Nguyen Minh Anh,Rotating,2023-05-21,2024-07-23,Exited,Relocation,50,1092.0,Yes,25.8,9,2,4,3,0,27.6,37.8,1.17,Yes
EMP0200,Production,Production Technician,MGR-P04,Pham Hoang Duy,Day,2025-09-26,,Active,,49,979.0,No,3.6,6,3,3,3,0,20.6,9.0,0.26,No
EMP0201,Engineering,Process Engineer,MGR-E01,Truong Minh Duc,Day,2021-10-27,,Active,,48,1973.0,Yes,23.7,16,3,3,3,4,37.3,36.7,4.18,No
EMP0202,Production,Production Technician,MGR-P01,Nguyen Minh Anh,Night,2018-12-27,,Active,,46,995.0,No,5.4,11,2,4,1,0,45.5,5.7,7.01,No
EMP0203,Production,Production Technician,MGR-P02,Tran Quoc Bao,Day,2018-05-25,,Active,,20,1093.0,Yes,28.0,8,4,3,3,4,58.9,35.7,7.6,No
EMP0204,Maintenance,Facilities Technician,MGR-M01,Do Tuan Kiet,Rotating,2019-11-08,,Active,,38,1205.0,No,3.0,5,2,3,5,1,29.4,9.3,6.15,No
EMP0205,Production,Production Technician,MGR-P01,Nguyen Minh Anh,Day,2020-07-22,,Active,,53,991.0,No,3.7,12,4,2,3,5,15.0,16.7,5.44,No
EMP0206,Maintenance,Equipment Engineer,MGR-M02,Hoang Van Nam,Rotating,2018-01-13,,Active,,50,1744.0,No,5.0,7,5,3,4,0,20.5,27.6,7.96,No
EMP0207,Production,Production Technician,MGR-P03,Le Thanh Cong,Rotating,2023-10-16,,Active,,49,923.0,No,1.4,8,5,3,4,2,41.7,22.6,2.21,No
EMP0208,Maintenance,Facilities Technician,MGR-M01,Do Tuan Kiet,Rotating,2023-06-30,,Active,,30,1501.0,Yes,27.8,6,4,4,4,0,28.3,9.5,2.51,No
EMP0209,HR & Administration,HR Specialist,MGR-H01,Luong Phuong Thao,Day,2025-04-06,,Active,,30,1255.0,Yes,22.2,3,4,2,4,0,49.4,23.1,0.74,No
EMP0210,Supply Chain,Warehouse Coordinator,MGR-S01,Phan Ngoc Mai,Rotating,2021-08-09,,Active,,21,1289.0,No,2.2,2,3,4,3,4,17.1,3.0,4.39,No
EMP0211,Supply Chain,Warehouse Coordinator,MGR-S02,Dang Quang Huy,Day,2023-09-23,2024-05-15,Exited,Personal reasons,40,1242.0,Yes,30.1,6,1,3,3,1,52.4,38.0,0.64,Yes
EMP0212,Production,Line Leader,MGR-P02,Tran Quoc Bao,Rotating,2018-03-29,,Active,,47,1152.0,No,3.3,4,3,4,3,2,20.2,17.1,7.76,No
EMP0213,Maintenance,Maintenance Technician,MGR-M02,Hoang Van Nam,Day,2023-04-08,,Active,,45,1592.0,Yes,20.1,3,3,1,3,0,35.2,21.1,2.73,No
EMP0214,HR & Administration,Payroll Specialist,MGR-H01,Luong Phuong Thao,Day,2021-05-21,,Active,,31,1097.0,Yes,33.4,12,5,3,2,2,46.8,10.4,4.61,No
EMP0215,Maintenance,Equipment Engineer,MGR-M02,Hoang Van Nam,Night,2022-02-22,,Active,,23,1717.0,No,4.5,15,3,3,2,3,29.2,10.8,3.85,No
EMP0216,Production,Production Technician,MGR-P02,Tran Quoc Bao,Night,2018-11-28,,Active,,33,1128.0,Yes,24.5,4,2,3,3,0,24.9,23.5,7.09,No
EMP0217,Quality,Quality Engineer,MGR-Q02,Bui Thanh Lan,Day,2021-06-15,,Active,,53,1528.0,No,2.2,5,1,4,1,1,18.7,24.7,4.54,No
EMP0218,Supply Chain,Material Planner,MGR-S02,Dang Quang Huy,Day,2023-11-24,,Active,,27,1521.0,No,3.9,7,2,3,4,1,18.8,8.7,2.1,No
EMP0219,Engineering,Industrial Engineer,MGR-E03,Huynh Gia Han,Day,2020-09-05,,Active,,27,1951.0,Yes,22.9,7,3,5,3,2,17.6,6.1,5.32,No
EMP0220,Supply Chain,Logistics Analyst,MGR-S02,Dang Quang Huy,Rotating,2025-01-18,,Active,,35,1470.0,Yes,30.4,13,1,1,3,0,37.3,7.3,0.95,No
EMP0221,Production,Production Operator,MGR-P04,Pham Hoang Duy,Night,2018-10-27,2024-02-25,Exited,Compensation,51,870.0,No,9.1,4,4,1,3,4,21.4,11.7,5.33,Yes
EMP0222,Maintenance,Maintenance Technician,MGR-M02,Hoang Van Nam,Night,2022-09-25,2025-08-10,Exited,Personal reasons,38,1247.0,Yes,26.5,9,4,3,4,3,13.2,26.3,2.87,Yes
EMP0223,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Rotating,2018-02-15,,Active,,47,1329.0,No,5.8,11,2,2,3,1,8.4,10.0,7.87,No
EMP0224,Production,Production Operator,MGR-P02,Tran Quoc Bao,Day,2020-05-03,,Active,,20,987.0,No,1.3,8,5,3,4,2,32.8,21.5,5.66,No
EMP0225,Engineering,Automation Engineer,MGR-E01,Truong Minh Duc,Day,2018-03-17,,Active,,46,2272.0,Yes,37.4,2,2,2,4,6,11.8,20.6,7.79,No
EMP0226,Production,Production Technician,MGR-P04,Pham Hoang Duy,Day,2025-03-23,,Active,,20,1070.0,No,2.7,5,3,3,5,0,31.2,35.0,0.77,No
EMP0227,Quality,Quality Technician,MGR-Q02,Bui Thanh Lan,Night,2021-07-20,,Active,,45,1212.0,No,2.9,2,4,5,3,4,27.6,25.4,4.45,No
EMP0228,Production,Production Technician,MGR-P01,Nguyen Minh Anh,Day,2022-06-09,,Active,,33,1080.0,No,5.4,4,4,3,4,3,26.7,5.6,3.56,No
EMP0229,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Day,2022-12-29,,Active,,20,1121.0,No,2.9,5,4,4,2,0,19.9,10.1,3.01,No
EMP0230,Supply Chain,Warehouse Coordinator,MGR-S02,Dang Quang Huy,Day,2022-07-12,,Active,,27,1312.0,Yes,33.7,3,3,3,3,2,37.5,17.1,3.47,No
EMP0231,Production,Production Operator,MGR-P02,Tran Quoc Bao,Day,2025-07-22,,Active,,43,1006.0,No,2.4,2,4,3,3,0,37.7,20.8,0.44,No
EMP0232,HR & Administration,Administrative Coordinator,MGR-H01,Luong Phuong Thao,Day,2022-07-10,,Active,,49,1210.0,No,3.9,5,1,3,3,3,9.9,7.4,3.48,No
EMP0233,Engineering,Industrial Engineer,MGR-E02,Ngo Bao Chau,Day,2025-11-03,,Active,,21,2141.0,No,4.9,6,3,4,2,0,29.0,16.6,0.16,No
EMP0234,Engineering,Industrial Engineer,MGR-E03,Huynh Gia Han,Day,2025-10-13,,Active,,27,1841.0,No,4.8,3,3,5,2,0,49.1,27.3,0.22,No
EMP0235,HR & Administration,Administrative Coordinator,MGR-H01,Luong Phuong Thao,Day,2018-01-04,2025-09-26,Exited,Career change,52,942.0,Yes,20.8,6,2,2,4,3,20.5,19.2,7.73,Yes
EMP0236,Quality,Quality Technician,MGR-Q01,Vo Thu Ha,Night,2018-08-26,,Active,,44,1401.0,Yes,45.7,2,3,4,4,3,53.1,17.1,7.35,No
EMP0237,Production,Production Technician,MGR-P03,Le Thanh Cong,Day,2025-01-08,,Active,,23,980.0,No,5.3,1,2,2,3,0,32.3,8.2,0.98,No
EMP0238,Engineering,Process Engineer,MGR-E02,Ngo Bao Chau,Day,2020-05-11,,Active,,26,2066.0,No,4.2,1,3,3,3,4,19.6,6.6,5.64,No
EMP0239,Production,Production Technician,MGR-P03,Le Thanh Cong,Rotating,2025-04-13,,Active,,22,1111.0,No,3.1,14,2,3,3,0,37.8,30.8,0.72,No
EMP0240,Production,Line Leader,MGR-P03,Le Thanh Cong,Rotating,2021-05-25,,Active,,21,1352.0,Yes,33.4,8,3,2,3,2,26.5,28.8,4.6,No
EMP0241,HR & Administration,HR Specialist,MGR-H01,Luong Phuong Thao,Day,2024-02-13,,Active,,36,1060.0,Yes,38.4,8,2,1,4,0,33.9,41.5,1.88,No
EMP0242,Production,Production Operator,MGR-P04,Pham Hoang Duy,Night,2024-05-12,,Active,,31,827.0,Yes,39.5,10,1,4,3,0,46.7,12.0,1.64,No
EMP0243,Maintenance,Maintenance Technician,MGR-M01,Do Tuan Kiet,Day,2018-06-20,,Active,,37,1582.0,Yes,16.2,4,4,4,3,4,37.0,17.1,7.53,No
EMP0244,HR & Administration,Payroll Specialist,MGR-H01,Luong Phuong Thao,Day,2019-10-23,,Active,,48,1352.0,Yes,32.2,3,2,2,3,4,10.8,21.2,6.19,No
EMP0245,Production,Production Technician,MGR-P04,Pham Hoang Duy,Rotating,2019-10-12,,Active,,30,923.0,No,4.7,11,4,3,4,3,49.4,25.7,6.22,No
EMP0246,Production,Production Operator,MGR-P04,Pham Hoang Duy,Day,2018-02-25,,Active,,35,858.0,No,4.4,11,4,5,3,6,40.1,22.2,7.85,No
EMP0247,Quality,Quality Engineer,MGR-Q01,Vo Thu Ha,Day,2022-02-07,2025-03-10,Exited,Performance,48,1665.0,Yes,42.6,9,3,3,4,2,20.8,2.7,3.09,Yes
EMP0248,Production,Production Technician,MGR-P03,Le Thanh Cong,Rotating,2023-04-17,,Active,,46,1143.0,No,6.4,4,3,3,3,0,21.7,10.7,2.71,No
EMP0249,Production,Production Technician,MGR-P03,Le Thanh Cong,Rotating,2020-09-02,,Active,,49,1013.0,No,2.3,13,1,4,2,0,29.3,13.5,5.33,No
EMP0250,Supply Chain,Logistics Analyst,MGR-S01,Phan Ngoc Mai,Night,2022-08-11,2024-08-17,Exited,Career change,29,1506.0,Yes,18.0,10,5,4,4,3,35.1,28.7,2.02,Yes
EMP0251,Engineering,Industrial Engineer,MGR-E03,Huynh Gia Han,Day,2025-03-08,,Active,,43,1846.0,Yes,30.9,8,3,3,3,0,24.9,13.3,0.82,No
EMP0252,Production,Production Technician,MGR-P01,Nguyen Minh Anh,Day,2021-11-18,,Active,,42,919.0,Yes,25.7,1,1,4,5,0,27.5,34.0,4.12,No
EMP0253,HR & Administration,Payroll Specialist,MGR-H01,Luong Phuong Thao,Day,2021-10-16,2025-10-20,Exited,Career change,49,1261.0,Yes,24.9,12,1,4,4,0,24.1,18.9,4.01,Yes
EMP0254,Engineering,Automation Engineer,MGR-E02,Ngo Bao Chau,Night,2021-07-10,,Active,,39,1997.0,Yes,31.3,12,3,2,3,2,16.9,17.1,4.48,No
EMP0255,Production,Line Leader,MGR-P03,Le Thanh Cong,Night,2021-05-05,,Active,,20,1106.0,Yes,17.1,16,5,3,3,0,44.7,5.4,4.66,No
EMP0256,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Night,2020-07-22,2024-04-25,Exited,Compensation,51,1191.0,No,8.6,11,5,5,3,0,12.1,22.4,3.76,Yes
EMP0257,Production,Production Technician,MGR-P03,Le Thanh Cong,Day,2022-09-09,2025-02-03,Exited,Career change,24,947.0,Yes,22.9,6,4,4,3,1,42.5,26.0,2.4,Yes
EMP0258,Engineering,Industrial Engineer,MGR-E03,Huynh Gia Han,Day,2021-07-27,,Active,,48,2053.0,No,3.7,3,4,4,3,3,24.5,17.1,4.43,No
EMP0259,Engineering,Automation Engineer,MGR-E03,Huynh Gia Han,Day,2018-07-11,,Active,,51,2570.0,Yes,28.2,4,2,4,3,2,17.3,42.5,7.47,No
EMP0260,Production,Production Technician,MGR-P03,Le Thanh Cong,Day,2018-11-16,2024-01-02,Exited,Career change,43,1141.0,No,8.2,9,5,4,3,0,13.5,16.2,5.13,Yes
EMP0261,Production,Production Operator,MGR-P04,Pham Hoang Duy,Night,2019-06-24,2024-06-27,Exited,Personal reasons,24,846.0,Yes,34.0,10,4,4,3,6,17.1,14.0,5.01,Yes
EMP0262,Production,Production Operator,MGR-P03,Le Thanh Cong,Night,2020-04-09,,Active,,23,933.0,Yes,30.7,2,3,3,4,2,24.2,37.6,5.73,No
EMP0263,Production,Production Technician,MGR-P04,Pham Hoang Duy,Day,2023-04-17,2024-09-30,Exited,Career change,20,1089.0,No,5.2,4,2,4,3,2,28.9,25.0,1.46,Yes
EMP0264,Engineering,Process Engineer,MGR-E01,Truong Minh Duc,Day,2018-03-29,2025-03-22,Exited,Career change,25,1985.0,Yes,21.6,9,4,2,3,5,25.5,10.1,6.98,Yes
EMP0265,Engineering,Industrial Engineer,MGR-E03,Huynh Gia Han,Day,2022-01-15,,Active,,22,2127.0,No,6.2,1,4,2,4,1,21.8,18.6,3.96,No
EMP0266,Supply Chain,Material Planner,MGR-S01,Phan Ngoc Mai,Night,2020-04-20,2024-10-08,Exited,Relocation,25,1402.0,Yes,20.8,5,3,3,3,1,16.3,31.9,4.47,Yes
EMP0267,Production,Line Leader,MGR-P04,Pham Hoang Duy,Day,2020-01-21,,Active,,53,1107.0,No,2.6,14,3,5,3,4,35.7,18.3,5.94,No
EMP0268,Production,Line Leader,MGR-P02,Tran Quoc Bao,Day,2025-04-24,,Active,,51,1392.0,No,4.3,13,2,3,3,0,31.3,10.9,0.69,No
EMP0269,Supply Chain,Warehouse Coordinator,MGR-S01,Phan Ngoc Mai,Day,2019-12-27,,Active,,25,1085.0,Yes,14.6,7,2,1,4,4,26.1,22.4,6.01,No
EMP0270,Engineering,Automation Engineer,MGR-E01,Truong Minh Duc,Day,2023-05-20,2024-04-06,Exited,Relocation,24,2501.0,No,5.2,12,5,3,4,0,54.9,27.0,0.88,Yes
EMP0271,Production,Line Leader,MGR-P02,Tran Quoc Bao,Night,2020-01-08,,Active,,39,1221.0,No,4.6,3,3,3,4,2,15.1,13.4,5.98,No
EMP0272,Engineering,Industrial Engineer,MGR-E03,Huynh Gia Han,Day,2019-02-10,,Active,,49,1848.0,Yes,31.6,9,1,3,4,1,48.4,16.7,6.89,No
EMP0273,Quality,Quality Inspector,MGR-Q01,Vo Thu Ha,Night,2024-06-21,,Active,,35,1202.0,No,3.8,14,2,4,5,0,33.7,6.7,1.53,No
EMP0274,Production,Line Leader,MGR-P04,Pham Hoang Duy,Night,2018-03-17,,Active,,53,1271.0,No,2.6,5,1,4,4,2,10.1,13.3,7.79,No
EMP0275,Supply Chain,Material Planner,MGR-S01,Phan Ngoc Mai,Night,2022-05-20,,Active,,34,1371.0,No,5.8,2,3,3,3,1,31.6,31.5,3.62,No
EMP0276,Supply Chain,Logistics Analyst,MGR-S01,Phan Ngoc Mai,Night,2024-02-10,2024-08-30,Exited,Work schedule,30,1598.0,Yes,33.6,4,3,3,3,1,28.3,7.5,0.55,Yes
EMP0277,Production,Production Operator,MGR-P04,Pham Hoang Duy,Day,2024-05-29,2025-12-23,Exited,Compensation,21,787.0,No,2.8,8,3,5,3,1,16.5,36.0,1.57,Yes
EMP0278,Production,Line Leader,MGR-P02,Tran Quoc Bao,Rotating,2020-07-30,2024-03-30,Exited,Personal reasons,32,1166.0,No,2.2,5,3,1,3,2,35.0,8.9,3.67,Yes
EMP0279,Production,Production Technician,MGR-P01,Nguyen Minh Anh,Night,2018-08-20,,Active,,20,1081.0,No,1.2,4,3,4,4,4,24.9,30.2,7.36,No
EMP0280,Production,Line Leader,MGR-P02,Tran Quoc Bao,Night,2018-11-19,,Active,,21,1119.0,No,6.9,4,5,3,4,6,30.7,13.7,7.12,No
EMP0281,Production,Production Technician,MGR-P02,Tran Quoc Bao,Rotating,2018-03-07,,Active,,45,954.0,Yes,18.4,9,3,3,3,0,13.1,19.6,7.82,No
EMP0282,Production,Production Technician,MGR-P04,Pham Hoang Duy,Rotating,2025-02-13,,Active,,29,1029.0,Yes,30.5,9,5,4,3,0,40.4,16.0,0.88,No
EMP0283,Production,Line Leader,MGR-P02,Tran Quoc Bao,Day,2019-12-19,,Active,,38,1195.0,No,1.8,6,5,4,3,6,42.0,21.4,6.03,No
EMP0284,Production,Production Operator,MGR-P01,Nguyen Minh Anh,Night,2019-09-03,,Active,,27,964.0,No,1.7,6,3,4,3,6,28.3,21.1,6.33,No
EMP0285,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Night,2021-06-01,2024-02-27,Exited,Better opportunity,25,1395.0,Yes,46.5,11,5,3,4,3,20.2,6.6,2.74,Yes
EMP0286,Production,Production Operator,MGR-P04,Pham Hoang Duy,Day,2024-10-09,,Active,,22,815.0,Yes,15.2,2,4,3,5,1,22.5,10.0,1.23,No
EMP0287,Supply Chain,Logistics Analyst,MGR-S02,Dang Quang Huy,Day,2025-06-14,,Active,,28,1461.0,Yes,20.4,5,4,3,4,0,15.4,22.7,0.55,No
EMP0288,Production,Production Technician,MGR-P01,Nguyen Minh Anh,Night,2018-10-10,,Active,,30,1082.0,Yes,22.1,2,4,5,3,6,10.5,23.7,7.23,No
EMP0289,Maintenance,Facilities Technician,MGR-M01,Do Tuan Kiet,Night,2020-10-28,,Active,,25,1241.0,Yes,25.3,6,2,3,3,5,10.7,10.6,5.17,No
EMP0290,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Day,2023-12-05,,Active,,24,1152.0,No,3.6,14,4,5,3,2,15.0,36.8,2.07,No
EMP0291,Finance,Accountant,MGR-F01,Mai Thanh Son,Day,2022-06-17,,Active,,38,1662.0,No,7.3,5,4,4,3,3,41.6,13.6,3.54,No
EMP0292,Engineering,Process Engineer,MGR-E02,Ngo Bao Chau,Day,2022-07-18,,Active,,45,2154.0,Yes,23.9,3,2,3,3,3,17.8,5.4,3.46,No
EMP0293,Production,Production Operator,MGR-P01,Nguyen Minh Anh,Rotating,2025-05-15,,Active,,47,798.0,No,4.0,7,1,3,2,0,20.7,25.5,0.63,No
EMP0294,Production,Production Operator,MGR-P01,Nguyen Minh Anh,Night,2021-02-23,,Active,,49,932.0,No,2.7,3,2,3,3,2,11.5,22.4,4.85,No
EMP0295,Production,Production Operator,MGR-P02,Tran Quoc Bao,Day,2018-02-18,,Active,,49,805.0,Yes,27.0,5,4,4,3,3,27.2,5.7,7.87,No
EMP0296,Engineering,Industrial Engineer,MGR-E03,Huynh Gia Han,Day,2019-07-24,,Active,,24,1851.0,No,7.8,2,3,5,1,5,53.2,6.4,6.44,No
EMP0297,HR & Administration,Payroll Specialist,MGR-H01,Luong Phuong Thao,Day,2025-01-01,,Active,,47,1379.0,Yes,36.5,7,3,2,4,0,21.1,7.6,1.0,No
EMP0298,Maintenance,Facilities Technician,MGR-M02,Hoang Van Nam,Night,2019-07-30,,Active,,22,1430.0,No,6.1,11,2,3,4,3,30.3,15.0,6.42,No
EMP0299,Production,Production Operator,MGR-P04,Pham Hoang Duy,Rotating,2021-10-11,,Active,,31,951.0,Yes,29.5,12,3,2,3,2,21.0,14.7,4.22,No
EMP0300,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Night,2025-08-04,,Active,,27,1131.0,No,2.4,5,4,4,3,0,32.1,19.5,0.41,No
EMP0301,Supply Chain,Material Planner,MGR-S01,Phan Ngoc Mai,Day,2020-02-21,,Active,,32,1504.0,No,3.5,2,2,3,4,0,14.8,4.7,5.86,No
EMP0302,Production,Production Operator,MGR-P04,Pham Hoang Duy,Night,2025-06-16,,Active,,38,1005.0,No,8.0,2,4,2,3,0,26.4,31.2,0.54,No
EMP0303,Quality,Quality Technician,MGR-Q01,Vo Thu Ha,Night,2018-01-03,2024-12-28,Exited,Career change,52,1426.0,No,5.0,4,2,4,3,2,27.9,12.7,6.98,Yes
